# x l P_ref P_forward P_backward_exp abs_err_forward rel_err_forward abs_err_backward rel_err_backward
0.99 9 5.972455244994725e-01 5.972455244994723e-01 3.577907312669844e-01 2.220446049250313e-16 3.717811114802710e-16 2.394547932324882e-01 4.009319172934207e-01
0.99 10 5.200890424821920e-01 5.200890424821917e-01 2.921949821254544e-01 3.330669073875470e-16 6.404036235755751e-16 2.278940603567376e-01 4.381827759129165e-01
0.99 11 4.400178134736406e-01 4.400178134736402e-01 2.269842150653047e-01 3.885780586188048e-16 8.830961991089543e-16 2.130335984083358e-01 4.841476683104733e-01
0.99 12 3.581855121242236e-01 3.581855121242232e-01 1.628571478047492e-01 3.885780586188048e-16 1.084851412091845e-15 1.953283643194744e-01 5.453273728495525e-01
0.99 13 2.757598202608345e-01 2.757598202608340e-01 1.005310636449144e-01 4.440892098500626e-16 1.610420290490506e-15 1.752287566159200e-01 6.354397694710399e-01
0.99 14 1.939034527112284e-01 1.939034527112280e-01 4.071802926905872e-02 4.718447854656915e-16 2.433400637627575e-15 1.531854234421697e-01 7.900087455910432e-01
0.99 15 1.137553762458457e-01 1.137553762458453e-01 -1.589468471427506e-02 4.302114220422482e-16 3.781899688964892e-15 1.296500609601207e-01 1.139726887983947e+00
0.99 16 3.641254414478613e-02 3.641254414478573e-02 -6.866114455731141e-02 4.024558464266192e-16 1.105267033323313e-14 1.050736887020975e-01 2.885645350247874e+00
0.99 17 -3.708754133666872e-02 -3.708754133666908e-02 -1.169908610152331e-01 3.608224830031759e-16 9.728940501279012e-15 7.990331967856437e-02 2.154451786200327e+00
0.99 18 -1.057831420987186e-01 -1.057831420987189e-01 -1.603607709279740e-01 3.191891195797325e-16 3.017391176392357e-15 5.457762882925542e-02 5.159388135618306e-01
0.99 19 -1.688031974218961e-01 -1.688031974218964e-01 -1.983252389903944e-01 2.775557561562891e-16 1.644256509327745e-15 2.952204156849828e-02 1.748902984030138e-01
0.99 20 -2.253805876291878e-01 -2.253805876291881e-01 -2.305241414893811e-01 2.775557561562891e-16 1.231498058798851e-15 5.143553860193328e-03 2.282163656728001e-02
0.99 21 -2.748635287348005e-01 -2.748635287348007e-01 -2.566890534879090e-01 2.220446049250313e-16 8.078358229158478e-16 1.817447524689147e-02 6.612181445297149e-02
0.99 22 -3.167249126376142e-01 -3.167249126376144e-01 -2.766475470774220e-01 2.220446049250313e-16 7.010645391797366e-16 4.007736556019215e-02 1.265368272626135e-01
0.99 23 -3.505694446017435e-01 -3.505694446017437e-01 -2.903256106767457e-01 1.665334536937735e-16 4.750369898408004e-16 6.024383392499777e-02 1.718456495643436e-01
0.99 24 -3.761384694439167e-01 -3.761384694439168e-01 -2.977482117503447e-01 1.110223024625157e-16 2.951633812586388e-16 7.839025769357194e-02 2.084079775447168e-01
0.99 25 -3.933124192913021e-01 -3.933124192913022e-01 -2.990380438306929e-01 5.551115123125783e-17 1.411375499692629e-16 9.427437546060918e-02 2.396933603837869e-01
0.99 26 -4.021108582276895e-01 -4.021108582276896e-01 -2.944125207405027e-01 1.110223024625157e-16 2.760987428985339e-16 1.076983374871868e-01 2.678324528759783e-01
0.99 27 -4.026901418382597e-01 -4.026901418382599e-01 -2.841791045798577e-01 1.665334536937735e-16 4.135523480499345e-16 1.185110372584020e-01 2.942983325030140e-01
0.99 28 -3.953387518194866e-01 -3.953387518194869e-01 -2.687290780135601e-01 2.220446049250313e-16 5.616565639040056e-16 1.266096738059266e-01 3.202561682183311e-01
0.99 29 -3.804704066793916e-01 -3.804704066793919e-01 -2.485298946230751e-01 2.775557561562891e-16 7.295068191471068e-16 1.319405120563166e-01 3.467825873971270e-01
0.99 30 -3.586150883792718e-01 -3.586150883792721e-01 -2.241162627513524e-01 2.775557561562891e-16 7.739656393451739e-16 1.344988256279194e-01 3.750506601263617e-01
0.99 31 -3.304081608658863e-01 -3.304081608658866e-01 -1.960801377052232e-01 3.330669073875470e-16 1.008046854880016e-15 1.343280231606630e-01 4.065517716288709e-01
0.99 32 -2.965777891702469e-01 -2.965777891702472e-01 -1.650598138557140e-01 3.330669073875470e-16 1.123033887060079e-15 1.315179753145329e-01 4.434518703591678e-01
0.99 33 -2.579308965271826e-01 -2.579308965271829e-01 -1.317283216681227e-01 3.330669073875470e-16 1.291302871707136e-15 1.262025748590599e-01 4.892883193067170e-01
0.99 34 -2.153379212949963e-01 -2.153379212949966e-01 -9.678134467670636e-02 2.220446049250313e-16 1.031144926029296e-15 1.185565766182900e-01 5.505606068142388e-01
0.99 35 -1.697166549067712e-01 -1.697166549067713e-01 -6.092487766141826e-02 1.387778780781446e-16 8.177033547731546e-16 1.087917772453529e-01 6.410200419346849e-01
0.99 36 -1.220154563353354e-01 -1.220154563353355e-01 -2.486284964267687e-02 8.326672684688674e-17 6.824276968488695e-16 9.715260669265852e-02 7.962319661015220e-01
0.99 37 -7.319614737056557e-02 -7.319614737056560e-02 1.071506627391351e-02 2.775557561562891e-17 3.791944878616697e-16 8.391121364447908e-02 1.146388391449990e+00
0.99 38 -2.421689625939695e-02 -2.421689625939694e-02 4.514523967413480e-02 1.040834085586084e-17 4.297966487684014e-16 6.936213593353174e-02 2.864204198199717e+00
0.99 39 2.398460508276058e-02 2.398460508276061e-02 7.780125902437392e-02 3.816391647148976e-17 1.591183858971305e-15 5.381665394161334e-02 2.243799877292754e+00
0.99 40 7.050737294097964e-02 7.050737294097971e-02 1.081043030251257e-01 6.938893903907228e-17 9.841373482622368e-16 3.759693008414602e-02 5.332340224279479e-01
0.99 41 1.145024886055301e-01 1.145024886055302e-01 1.355325292343871e-01 1.110223024625157e-16 9.696060217957014e-16 2.103004062885698e-02 1.836644852436971e-01
0.99 42 1.551873142413391e-01 1.551873142413393e-01 1.596293215037961e-01 1.665334536937735e-16 1.073112544719921e-15 4.442007262456943e-03 2.862352044799853e-02
0.99 43 1.918583249296842e-01 1.918583249296845e-01 1.800102599232600e-01 2.775557561562891e-16 1.446670381689264e-15 1.184806500642424e-02 6.175423980568233e-02
0.99 44 2.239023412230937e-01 2.239023412230940e-01 1.963687014210717e-01 3.885780586188048e-16 1.735480104835662e-15 2.753363980202200e-02 1.229716476014327e-01
0.99 45 2.508059775169039e-01 2.508059775169044e-01 2.084798854574930e-01 4.440892098500626e-16 1.770648428106670e-15 4.232609205941096e-02 1.687603002067933e-01
0.99 46 2.721631556404057e-01 2.721631556404061e-01 2.162035068895069e-01 4.440892098500626e-16 1.631702163377373e-15 5.595964875089879e-02 2.056106698910973e-01
0.99 47 2.876805696603099e-01 2.876805696603104e-01 2.194847265589834e-01 4.440892098500626e-16 1.543688579226739e-15 6.819584310132651e-02 2.370540463746002e-01
0.99 48 2.971810262802725e-01 2.971810262802729e-01 2.183536189388660e-01 3.885780586188048e-16 1.307546660978064e-15 7.882740734140656e-02 2.652504714990254e-01
0.99 49 3.006046246938714e-01 3.006046246938717e-01 2.129230847320019e-01 2.775557561562891e-16 9.233249702626675e-16 8.768153996186945e-02 2.916839355055241e-01
0.99 50 2.980077795702595e-01 2.980077795702598e-01 2.033852841315816e-01 2.775557561562891e-16 9.313708405751583e-16 9.462249543867793e-02 3.175168634024513e-01


